DateRec,PlantCode,RoomCode,GroupCode,MachCode,OrderCode,StyleCode,StSize,StColor,StLot,TimeOn,TimeOff,Pieces,OrderPieces,TargetPieces,Discards,Cycle,Condition,Shift,RespoCode,Reason,OrderDiscards,DateStartShift,BalancingCode,LinkProgram,NameProg1,TargetProg1,PiecesProg1,CycleTimeProg1,NameProg2,TargetProg2,PiecesProg2,CycleTimeProg2,NameProg3,TargetProg3,PiecesProg3,CycleTimeProg3,NameProg4,TargetProg4,PiecesProg4,CycleTimeProg4,NameProg5,TargetProg5,PiecesProg5,CycleTimeProg5,MachineId,ShiftDisabled,ManualStopInProd,ModelCode
2020-07-26 17:37:09.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",15,"                        ","CQ0301        02        ","                ","                ","                ",32147,4505,122,11188,0,1,261,5,1,"1                             ",4,520,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 17:43:59.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",9,"                        ","CQ0301        03        ","                ","                ","                ",5165,684,18,4995,0,1,298,7,1,"1                             ",4,525,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 17:51:46.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",3,"                        ","CQ0301        04        ","                ","                ","                ",1704,992,4,7365,0,3,327,5,1,"1                             ",4,527,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 17:51:50.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",21,"                        ","s5277-4b      02        ","                ","                ","                ",13778,819,69,8866,0,1,201,8,1,"1                             ",4,278,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 17:52:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",1,"                        ","CQ0301        03        ","                ","                ","                ",2306,179,7,11167,0,1,297,5,1,"1                             ",4,1068,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 18:11:28.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",15,"                        ","CQ0301        02        ","                ","                ","                ",1944,115,7,11195,0,1,261,5,1,"1                             ",4,521,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 18:19:17.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",10,"                        ","s5277-4a      01        ","                ","                ","                ",3347,288,17,5585,0,1,192,4,1,"1                             ",4,174,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 18:29:04.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",12,"                        ","s5277-4b      02        ","                ","                ","                ",14174,468,70,9694,0,1,201,4,1,"1                             ",4,275,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 18:36:38.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",8,"                        ","CQ0301        03        ","                ","                ","                ",5190,166,17,5342,0,1,298,5,1,"1                             ",4,286,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",8,"                        ","CQ0301        03        ","                ","                ","                ",1003,399,4,5346,0,0,298,5,1,"1                             ",0,286,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",3,"                        ","CQ0301        04        ","                ","                ","                ",4094,0,13,7378,0,0,328,5,1,"1                             ",0,527,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",1,"                        ","CQ0301        03        ","                ","                ","                ",4066,14,14,11181,0,0,297,5,1,"1                             ",0,1068,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",10,"                        ","s5277-4a      01        ","                ","                ","                ",2443,0,12,5597,0,0,191,4,1,"1                             ",0,174,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",12,"                        ","s5277-4b      02        ","                ","                ","                ",1856,0,9,9703,0,0,202,4,1,"1                             ",0,275,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",22,"                        ","s5277-4b      02        ","                ","                ","                ",38467,4733,191,7604,0,0,202,4,1,"1                             ",0,201,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",4,"                        ","CQ0301        03        ","                ","                ","                ",13714,616,47,1171,0,0,298,7,1,"1                             ",0,52,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",13,"                        ","CQ0301        03        ","                ","                ","                ",36871,310,124,9623,0,0,297,5,1,"1                             ",0,539,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",16,"                        ","CQ0301        02        ","                ","                ","                ",5636,1521,21,11546,0,1,261,5,1,"1                             ",0,412,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",21,"                        ","s5277-4b      02        ","                ","                ","                ",4090,0,20,8886,0,0,201,8,1,"1                             ",0,278,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",19,"                        ","CQ0301        02        ","                ","                ","                ",39007,4193,150,8607,0,0,261,5,1,"1                             ",0,239,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",5,"                        ","CQ0301        03        ","                ","                ","                ",19246,1921,65,11686,0,0,298,5,1,"1                             ",0,625,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",31,"                        ","CQ0301        04        ","                ","                ","                ",24639,18561,71,3101,0,2,344,8,1,"1                             ",0,209,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",2,"                        ","CQ0301        03        ","                ","                ","                ",10394,163,34,11644,0,0,297,5,1,"1                             ",0,728,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",9,"                        ","CQ0301        03        ","                ","                ","                ",4387,174,14,5009,0,0,298,7,1,"1                             ",0,525,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",15,"                        ","CQ0301        02        ","                ","                ","                ",2390,522,8,11203,0,0,261,5,1,"1                             ",0,521,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:19:37.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",15,"                        ","CQ0301        02        ","                ","                ","                ",385,792,2,11205,0,1,261,5,2,"2                             ",4,522,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",17,"                        ","s5277-4a      01        ","                ","                ","                ",0,43200,0,1381,0,0,191,7,1,"1                             ",0,32,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",39,"                        ","BK09X008      02        ","                ","                ","                ",0,43200,0,0,3800,0,0,0,1,"1                             ",0,687,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",38,"                        ","BK09X007      04        ","                ","                ","                ",0,43200,0,0,1000,0,0,0,1,"1                             ",0,409,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",23,"                        ","s5277-4b      02        ","                ","                ","                ",0,43200,0,2471,0,0,0,0,1,"1                             ",0,161,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",26,"                        ","s5277-4b      02        ","                ","                ","                ",0,43200,0,692,0,0,0,0,1,"1                             ",0,116,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",29,"                        ","BK09X007      03        ","                ","                ","                ",0,43200,0,7,0,0,0,0,1,"1                             ",0,526,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",18,"                        ","PCAGHI        01        ","                ","                ","                ",0,43200,0,0,0,0,0,0,1,"1                             ",0,0,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",20,"                        ","S82004-1      01        ","                ","                ","                ",0,43200,0,14,0,0,0,3,1,"1                             ",0,12,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",34,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,1120,0,0,193,8,1,"1                             ",0,73,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",37,"                        ","BK09X007      03        ","                ","                ","                ",0,43200,0,1,2000,0,0,0,1,"1                             ",0,377,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",35,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,986,0,0,311,8,1,"1                             ",0,52,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",36,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,10,0,0,0,0,1,"1                             ",0,11,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",32,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,191,0,0,312,8,1,"1                             ",0,19,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",6,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,2017,0,0,298,7,1,"1                             ",0,97,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",40,"                        ","DPCAGHI       01        ","                ","                ","                ",0,43200,0,0,0,0,0,0,1,"1                             ",0,0,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",14,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,5840,0,0,297,5,1,"1                             ",0,487,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",25,"                        ","s5277-4b      02        ","                ","                ","                ",0,43200,0,310,0,0,0,0,1,"1                             ",0,49,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",24,"                        ","s5277-4b      02        ","                ","                ","                ",0,43200,0,3471,0,0,0,0,1,"1                             ",0,77,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",27,"                        ","s5277-4b      02        ","                ","                ","                ",0,43200,0,4896,0,0,0,0,1,"1                             ",0,105,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",11,"                        ","BK09X007      02        ","                ","                ","                ",0,43200,0,5,0,0,0,0,1,"1                             ",0,342,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",28,"                        ","PCAGHI        01        ","                ","                ","                ",0,43200,0,0,0,0,0,0,1,"1                             ",0,0,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",30,"                        ","ZK2361        01        ","                ","                ","                ",0,43200,0,0,0,0,0,0,1,"1                             ",0,832,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:00:00.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",33,"                        ","CQ0301        03        ","                ","                ","                ",0,43200,0,1142,0,0,311,8,1,"1                             ",0,76,2020-07-26 07:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:31:36.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",8,"                        ","CQ0301        03        ","                ","                ","                ",1293,603,4,5350,0,1,298,5,2,"2                             ",4,287,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:35:55.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",13,"                        ","CQ0301        03        ","                ","                ","                ",1404,751,5,9628,0,1,297,5,2,"2                             ",4,540,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:38:43.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",21,"                        ","s5277-4b      02        ","                ","                ","                ",966,1357,4,8890,0,1,201,8,2,"2                             ",4,279,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:39:26.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",16,"                        ","CQ0301        02        ","                ","                ","                ",675,1691,3,11549,0,0,261,5,2,"2                             ",4,412,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:39:50.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",1,"                        ","CQ0301        03        ","                ","                ","                ",1533,857,5,11186,0,1,297,5,2,"2                             ",4,1069,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:46:08.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",3,"                        ","CQ0301        04        ","                ","                ","                ",2149,619,6,7384,0,1,328,5,2,"2                             ",4,528,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:57:14.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",4,"                        ","CQ0301        03        ","                ","                ","                ",1015,2419,3,1174,0,2,298,7,2,"2                             ",4,54,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 19:58:54.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",2,"                        ","CQ0301        03        ","                ","                ","                ",2376,1158,8,11652,0,1,297,5,2,"2                             ",4,729,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 20:03:05.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",9,"                        ","CQ0301        03        ","                ","                ","                ",3065,720,11,5020,0,1,298,7,2,"2                             ",4,526,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 20:14:28.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",13,"                        ","CQ0301        03        ","                ","                ","                ",1736,577,5,9633,0,1,298,5,2,"2                             ",4,541,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 20:20:39.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",15,"                        ","CQ0301        02        ","                ","                ","                ",3213,449,11,11216,0,1,261,5,2,"2                             ",4,523,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
2020-07-26 20:22:43.000,"USA                           ","KNITTING-ROOM                 ","LINE-1                        ",10,"                        ","s5277-4a      01        ","                ","                ","                ",3917,1046,21,5618,0,1,191,4,2,"2                             ",4,175,2020-07-26 19:00:00.000,"                              ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"                              ",NULL,0,"                              "
